"","date","country","reported_cases","predicted_cases","cases_min","cases_max","cases_min2","cases_max2","reported_deaths","estimated_deaths","deaths_min","deaths_max","deaths_min2","deaths_max2","rt","rt_min","rt_max","rt_min2","rt_max2","mu_rep","mu_li","mu_ui"
"1",2020-03-05,"E06000050 - Cheshire West and Chester",0,91.2162790460895,49.9483500995024,147.253222921285,73.30466443385,106.020953416859,0,9.12162790460895e-14,4.99483500995024e-14,1.47253222921285e-13,7.330466443385e-14,1.06020953416859e-13,3.69774688984825,3.16395165754201,4.38258438364942,3.45387384314325,3.93211617337777,3.50992233247382,3.01280553872836,4.14264925681539
"2",2020-03-06,"E06000050 - Cheshire West and Chester",0,91.2162790460895,49.9483500995024,147.253222921285,73.30466443385,106.020953416859,0,2.83084413276615e-06,1.58498424560714e-06,4.41409980247348e-06,2.28110807238863e-06,3.2853646022828e-06,3.79915666357245,3.24562682384717,4.51738898824292,3.54065895008765,4.04495699445609,3.50992233247382,3.01280553872836,4.14264925681539
"3",2020-03-07,"E06000050 - Cheshire West and Chester",0,91.2162790460895,49.9483500995024,147.253222921285,73.30466443385,106.020953416859,0,2.92520560385836e-05,1.63781705379404e-05,4.56123646255593e-05,2.35714500813492e-05,3.39487675569223e-05,3.60646056128174,3.086709229079,4.26584535987873,3.36659572648351,3.83149132060439,3.50992233247382,3.01280553872836,4.14264925681539
"4",2020-03-08,"E06000050 - Cheshire West and Chester",0,91.2162790460895,49.9483500995024,147.253222921285,73.30466443385,106.020953416859,0,0.000189666556895332,0.000106193944455678,0.000295744686765723,0.000152834240850038,0.000220119428352948,3.90752380908727,3.32644420538952,4.65463009321573,3.63613658793728,4.16733728338389,3.50992233247382,3.01280553872836,4.14264925681539
"5",2020-03-09,"E06000050 - Cheshire West and Chester",0,91.2162790460895,49.9483500995024,147.253222921285,73.30466443385,106.020953416859,0,0.000764327915846862,0.000427945746313927,0.00119180694666784,0.000615899179544931,0.000887048442616356,3.49534410988669,3.00545960120494,4.121605144084,3.27231947558531,3.70789170764895,3.50992233247382,3.01280553872836,4.14264925681539
"6",2020-03-10,"E06000050 - Cheshire West and Chester",2,91.2162790460895,49.9483500995024,147.253222921285,73.30466443385,106.020953416859,0,0.00218918612933916,0.00122572114993619,0.00341357051391282,0.00176405690931388,0.0025406819590987,3.64193635680996,3.123332918714,4.3091125405514,3.4000116600755,3.87052102322446,3.50992233247382,3.01280553872836,4.14264925681539
"7",2020-03-11,"E06000050 - Cheshire West and Chester",2,170.587400041921,107.6804938118,252.341852038778,144.612132538813,193.613653270774,0,0.00513326402741596,0.00287410476536761,0.00800423430848524,0.00413640930459805,0.00595746114547281,3.57200453083982,3.06342502014157,4.22185521129028,3.33927946645634,3.79492782826168,3.50992233247382,3.01280553872836,4.14264925681539
"8",2020-03-12,"E06000050 - Cheshire West and Chester",1,205.514406860071,130.73716473332,302.7148015247,174.804867453113,232.446075101467,0,0.0101727393351433,0.00569609471448498,0.0158607900889979,0.00819775726942519,0.0118058867580137,3.5542932301633,3.05308413465594,4.20069425408509,3.32635153608363,3.77274837285519,3.50992233247382,3.01280553872836,4.14264925681539
"9",2020-03-13,"E06000050 - Cheshire West and Chester",0,256.184774164508,165.743606035486,374.209918010675,218.959502978213,289.026760869152,0,0.0179749981998934,0.0100683900217294,0.0280130371498881,0.0144897770620212,0.0208590892785599,3.60882885896819,3.09476036137318,4.26912657779879,3.37174357183875,3.83337287943173,3.50992233247382,3.01280553872836,4.14264925681539
"10",2020-03-14,"E06000050 - Cheshire West and Chester",0,305.953141107079,203.161043286175,440.374003248609,264.323971063482,343.029617802395,0,0.0294730426307335,0.0165299650216732,0.0458949151344958,0.023784220142617,0.0341921766404791,3.46725618897655,2.9793686992647,4.09139708317373,3.24789377268976,3.67647879051746,3.50992233247382,3.01280553872836,4.14264925681539
