"","date","country","reported_cases","predicted_cases","cases_min","cases_max","cases_min2","cases_max2","reported_deaths","estimated_deaths","deaths_min","deaths_max","deaths_min2","deaths_max2","rt","rt_min","rt_max","rt_min2","rt_max2","mu_rep","mu_li","mu_ui"
"1",2020-03-06,"E06000037 - West Berkshire",0,64.7066376464188,29.4100504496921,114.958561321079,48.9904377180874,77.3084458954789,0,6.47066376464188e-14,2.94100504496921e-14,1.14958561321079e-13,4.89904377180874e-14,7.73084458954789e-14,3.80872825236522,3.17079326489641,4.63256586022936,3.54226016674081,4.03881638265798,3.59328111637696,3.01274420163707,4.34096719589464
"2",2020-03-07,"E06000037 - West Berkshire",1,64.7066376464188,29.4100504496921,114.958561321079,48.9904377180874,77.3084458954789,0,1.28760008386994e-06,6.04017398830548e-07,2.31265117729304e-06,9.83154765325718e-07,1.52535067268926e-06,3.61139560361744,3.02027239542018,4.37450401755827,3.3642379769169,3.82710138006435,3.59328111637696,3.01274420163707,4.34096719589464
"3",2020-03-08,"E06000037 - West Berkshire",0,64.7066376464188,29.4100504496921,114.958561321079,48.9904377180874,77.3084458954789,0,2.18892014257889e-05,1.02682957801193e-05,3.93150700139816e-05,1.67136310105372e-05,2.59309614357175e-05,3.71486085909537,3.09150456370697,4.51958709667952,3.45257395470736,3.93965492978215,3.59328111637696,3.01274420163707,4.34096719589464
"4",2020-03-09,"E06000037 - West Berkshire",0,64.7066376464188,29.4100504496921,114.958561321079,48.9904377180874,77.3084458954789,0,0.000137773208974083,6.46298616748686e-05,0.000247453675970355,0.000105197559889852,0.000163212521977751,3.76339937069046,3.1362839671991,4.5633388755254,3.50255110485658,3.99082962138284,3.59328111637696,3.01274420163707,4.34096719589464
"5",2020-03-10,"E06000037 - West Berkshire",0,64.7066376464188,29.4100504496921,114.958561321079,48.9904377180874,77.3084458954789,0,0.000561393636567292,0.000263351585890119,0.00100831591329976,0.000428655477682013,0.000665052893292518,3.58769851181345,3.00967312961442,4.33226304625215,3.349093336356,3.80170076171959,3.59328111637696,3.01274420163707,4.34096719589464
"6",2020-03-11,"E06000037 - West Berkshire",0,64.7066376464188,29.4100504496921,114.958561321079,48.9904377180874,77.3084458954789,0,0.00159404890383098,0.000747773539752218,0.00286306215748878,0.00121714559947324,0.00188838413278931,3.62095106217319,3.03283853718973,4.3723168593173,3.37936514047543,3.83763947228097,3.59328111637696,3.01274420163707,4.34096719589464
"7",2020-03-12,"E06000037 - West Berkshire",2,120.264578265499,63.2248127522107,197.217561283974,96.8306916526773,140.426462856115,0,0.00364326443730999,0.00170906722999104,0.00654364650615065,0.00278183640848912,0.00431597972837427,3.5700176299798,2.98093747115031,4.32003892198571,3.32789740407728,3.78397029056164,3.59328111637696,3.01274420163707,4.34096719589464
"8",2020-03-13,"E06000037 - West Berkshire",0,147.474391738652,78.0254124277813,240.975187519852,119.102966475242,172.228562400967,0,0.00710093106300873,0.00333134538647935,0.0127537579349311,0.0054220356958457,0.00841207362401872,3.61630143991413,3.01409778589302,4.37971871865758,3.36840906679363,3.83479764886026,3.59328111637696,3.01274420163707,4.34096719589464
"9",2020-03-14,"E06000037 - West Berkshire",1,176.884480962137,95.7490501303097,286.904984177293,144.000821997282,205.417775332935,0,0.0124465847119554,0.00584350165920658,0.0223520664410811,0.00950500101636163,0.0147444854251945,3.53369489504025,2.96006260982344,4.25673719573855,3.29881451083897,3.7445447234468,3.59328111637696,3.01274420163707,4.34096719589464
"10",2020-03-15,"E06000037 - West Berkshire",1,195.957838644492,108.652391801046,312.935937336143,161.438947842364,225.524707815273,0,0.0201565519305801,0.00948655925583773,0.036182423796661,0.0153993365629071,0.0238763239083043,3.15025383598551,2.65032497116353,3.796724331028,2.94761881356671,3.3299156860949,3.59328111637696,3.01274420163707,4.34096719589464
